CNPJ_FUNDO;DENOM_SOCIAL;CLASSE
17412448000115;MONTLACER I CRÉDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;Multimercados
17073411000100;YTOB FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
17811387000169;G5 VENTURE CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
17808350000181;FUNDO DE INVESTIMENTO MULTIMERCADO T-BDH L1 CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;Multimercados
17811359000141;FUNDO DE INVESTIMENTO MULTIMERCADO T-BDH F1 CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;Multimercados
17253889000111;MANAGER CANVAS ENDURO II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
17816013000136;BTGP ACCESS GÁVEA MACRO FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
17803338000184;LEMB FUNDO DE INVESTIMENTOS EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
17412394000198;KOFFERT CRÉDITO PRIVADO MULTIMERCADO FDO DE INVEST EM COTAS DE FDOS DE INV INVESTIMENTO NO EXTERIOR;Multimercados
17706099000144;TIM BD PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
17863625000180;ATMOS PWM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO AÇÕES;Ações
17902626000196;FUNDO DE INVESTIMENTO MULTIMERCADO ZONA DA MATA CRÉDITO PRIVADO;Multimercados
17251743000137;EMPÍRICA LOTUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
17254017000178;SAFRA EXTRA 180 FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;Renda Fixa
17955657000105;GRATTA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
17073492000148;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES SABESPREV ESTRATÉGIA RV;Ações
17990511000109;BEG FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17488983000150;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA I-A;Previdência
17488700000170;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA I-B;Previdência
17488691000117;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA II-A;Previdência
17517204000105;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA II-B;Previdência
17552646000184;VINCI ONE FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
16742106000109;CEZANNE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18048639000102;MAUÁ INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
17990586000181;MAUÁ CAPITAL IPCA HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
17517216000121;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA III-A;Previdência
17517231000170;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA III-B;Previdência
17517250000104;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IV-A;Previdência
17517260000131;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IV-B;Previdência
17517268000106;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA V-A;Previdência
17517276000144;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA V-B;Previdência
17955700000132;COQUEIRÃO I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
17955724000191;PATMOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
17070286000184;BRADESCO H FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO GLOBAL FIX INVESTIMENTO NO EXTERIOR;Multimercados
17479961000123;BRADESCO H FI MULTIMERCADO CRÉDITO PRIVADO GLOBAL BALANCED INVESTIMENTO NO EXTERIOR;Multimercados
17480040000180;BRADESCO H FUNDO DE INVESTIMENTO EM AÇÕES GLOBAL DYNAMIC - INVESTIMENTO NO EXTERIOR;Ações
17666187000160;SURINAME FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO;Multimercados
17138471000163;SANTANDER FIC FI PREV PB CONSERVADOR RENDA FIXA;Previdência
17803556000119;SANTANDER PREV PB LUX PLUS MULTIMERCADO CREDITO PRIVADO FI;Previdência
17517290000148;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA I-C;Previdência
17517302000134;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA II-C;Previdência
17517310000180;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA III-C;Previdência
17517318000147;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IV-C;Previdência
17517325000149;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA V-C;Previdência
17940400000180;BB ESPELHO MULTIMERCADO CLARITAS MULTIESTRATÉGIA PRIVATE FI EM COTAS DE FUNDOS DE INVESTIMENTO;Multimercados
17955558000123;SAFRA PREV MULTI ESTRATÉGIA VIP FIC FI MULTIMERCADO PREVIDENCIÁRIO;Previdência
17517337000173;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA I-D;Previdência
17517351000177;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA II-D;Previdência
17517359000133;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA III-D;Previdência
18033253000127;CONAN FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18060364000122;BB RENDA FIXA LONGO PRAZO CORPORATE BANCOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Renda Fixa
17554200000199;IBIUNA LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
17517372000192;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA V-D;Previdência
17517366000135;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA IV-D;Previdência
17517380000139;BRADESCO PRIVATE PB FDO DE INV EM COTAS DE FDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO PGBL/VGBL;Previdência
17946975000100;DASWOLF FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17517402000160;BRADESCO PRIVATE PB FDO DE INVESTIMENTO EM COTAS DE FDS DE INVESTIMENTO RENDA FIXA ATIVO PGBL/VGBL;Previdência
17517407000193;BRADESCO PRIVATE PB FDO DE INVESTIMENTO EM COTAS DE FI RENDA FIXA CRÉD PRIV PGBL/VGBL;Previdência
17735089000137;F&F FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18060438000120;GREENWICH SELECT FIC FI MULTIMERCADO CRÉDITO PRIVADO;Multimercados
17412472000154;FOF MULTI GLOBAL EQUITIES MULTIMERCADO INVESTIMENTO NO EXTERIOR FDO DE INV EM COTAS DE FDOS DE INVES;Multimercados
17703320000100;PIPA GLOBAL EQUITIES LONG ONLY FI EM COTAS DE FI DE AÇÕES - INVESTIMENTO NO EXTERIOR;Ações
17703461000123;PIPA GLOBAL EQUITIES LONG ONLY MASTER FUNDO DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR;Ações
17547257000160;A. LEME FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
17955508000146;SAFRA TOP MASTER FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;Renda Fixa
18060935000129;G5 ALLOCATION EQUITIES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;Ações
18033470000117;SAFRA TOP MAX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;Renda Fixa
17308813000146;BELARISSA FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
17955613000185;SAFRA TOP PREMIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;Renda Fixa
15359046000179;JGP MAX FEEDER P FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
18051467000126;GAP ABSOLUTO P FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
18000270000168;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA III-E;Previdência
17999247000166;PRECISION FUNDO DE INVESTIMENTO DE RENDA FIXA CRÉDITO PRIVADO;Renda Fixa
17412546000152;TOBY CRÉDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;Multimercados
18000294000117;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA V-E;Previdência
17073538000129;SOPERA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17999948000103;BRADESCO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR R2L;Multimercados
17502937000168;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA INSTITUCIONAL BDR NÍVEL I;Ações
18078435000114;FIQ DE FI MULTIMERCADO CRÉDITO PRIVADO SUMMIT - INVESTIMENTO NO EXTERIOR;Multimercados
2343288000122;FUNDO DE INVESTIMENTO DE AÇÕES MAINA;Ações
17706062000116;ADHARA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18079255000157;GREENWICH SPIDER FUNDO DE INVESTIMENTO EM AÇÕES;Ações
17867221000164;BNY MELLON GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
18000325000130;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO JIMU;Previdência
18079265000192;GREENWICH CAPITAL MARKETS FIC DE FI MULTIMERCADO CRÉDITO PRIVADO;Multimercados
17627216000184;CSHG OBERLAND FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉD PRIV IE;Multimercados
17627210000107;TAPYR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
17690766000148;M SQUARE GLOBAL EQUITY MANAGERS MASTER FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;Multimercados
17955589000184;ROUXINOL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
17892709000141;LIAO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17892714000154;UPWARD FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17999931000148;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES PORTFÓLIO LONG ONLY;Ações
17867369000107;OPPORTUNITY SET EQUITIES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
18168516000105;GUIDE TATICAL HIGH YIELD FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
14435448000142;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FRAGATA MULTIMERCADO - CRÉDITO PRIVADO;Multimercados
17420054000109;ITAÚ SELEÇÃO VERDE AM PATRIMÔNIO MULTIMERCADO FICFI;Multimercados
17420140000111;ITAÚ PERSONNALITÉ SELEÇÃO JGP MAX MULTIMERCADO FUNDO DE INV EM COTAS DE FUNDOS DE INV;Multimercados
17420064000144;ITAÚ MULTIMERCADO LONG AND SHORT 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Multimercados
18069660000194;DXA EXCELSIOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
17867143000106;SAPECA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17412460000120;ITAÚ SELEÇÃO GAP ABSOLUTO MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;Multimercados
17803731000178;SANTANDER PB DUMBO MULTI CRÉD PRIV FIC FI;Multimercados
17490440000177;CAJU FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17420032000149;ITAÚ FLEXPREV VITORINO MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVEST EM COTAS DE FDOS DE INVEST;Previdência
17420042000184;ITAÚ FLEXPREV ARAUCÁRIA MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVEST EM COTAS DE FUNDOS DE INVEST;Previdência
17545964000118;CG P.R.E. III FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17502869000137;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA GIRO IMEDIATO RENDA FIXA REF DI LP;Renda Fixa
18096027000195;SPX RAPTOR ONE INVESTIMENTO NO EXTERIOR FIC FI MULTIMERCADO CRÉDITO PRIVADO;Multimercados
17955433000101;M&M FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉD PRIV IE;Multimercados
18141587000114;G5 GENESIS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;Multimercados
15779618000179;VICTORIA FALLS FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;Multimercados
17488482000173;FREEDOM - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17803756000171;SANTANDER PB MTG MULT CRÉD PRIV FI;Multimercados
17757958000124;ITAÚ ESTRATÉGIA S&P500® FUNDO DE INVESTIMENTO EM AÇÕES;Ações
17665987000166;KNA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17990507000132;AMENDOIM 2 MULTIMERCADO FICFI   CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18052115000195;VIDEIRAS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Previdência
18149466000119;FUNDO DE INVESTIMENTO EM AÇÕES ASPEN - INVESTIMENTO NO EXTERIOR;Ações
18149444000159;FICFI MULTIMERCADO TRIPOLI - INVESTIMENTO NO EXTERIOR;Multimercados
17947329000167;POMONA FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17867379000134;TOCA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
18086821000158;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO HIGH LEVEL - INVESTIMENTO NO EXTERIOR;Multimercados
17136997000104;SQUADRO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17503826000176;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA ATLETA INVEST RF CRÉDITO PRIVADO LP;Renda Fixa
17373839000178;POLO NORTE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
17253740000132;SIENA JHP FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17990509000121;DESIGNER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
14950861000145;GERDAU PREV 5 FUNDO DE INVESTIMENTO EM AÇÕES;Ações
17138217000165;PB SIC-BH FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
17769097000102;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO OM ARPOADOR - INVESTIMENTO NO EXTERIOR;Multimercados
17831141000159;FIQ DE FI MULTIMERCADO CRÉDITO PRIVADO GERIBA - INVESTIMENTO NO EXTERIOR;Multimercados
17136970000111;VINCI FUNDO DE INVESTIMENTO RENDA FIXA IMOBILIÁRIO - CRÉDITO PRIVADO;Renda Fixa
17545718000166;DANÚBIO FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INV NO EXTERIOR;Multimercados
17093266000129;OPTIMIZE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
18189020000118;ORIGENS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Multimercados
18060403000191;BOURBON HEDGE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;Multimercados
18265088000139;ARDMORE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18254496000195;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO BRE - INVESTIMENTO NO EXTERIOR;Multimercados
18268644000120;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RIBEIRO - INVESTIMENTO NO EXTERIOR;Multimercados
17786413000146;FUJI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
17786324000108;TEAM FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;Multimercados
17757988000130;SUDOESTE CRÉDITO PRIVADO MULTIMERCADO INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;Multimercados
14170854000120;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO PLURIMI - INVESTIMENTO NO EXTERIOR;Multimercados
14170828000100;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO BAÍA AZUL - INVESTIMENTO NO EXTERIOR;Multimercados
14171659000115;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO EVERGREEN - INVESTIMENTO NO EXTERIOR;Multimercados
14171660000140;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO BLACKHAWK - INVESTIMENTO NO EXTERIOR;Multimercados
14171657000126;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO CARMEL - INVESTIMENTO NO EXTERIOR;Multimercados
18247733000190;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO MAR - INVESTIMENTO NO EXTERIOR;Multimercados
18265965000171;D&D FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18265920000105;PREGUINHO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18265092000105;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO SDL - INVESTIMENTO NO EXTERIOR;Multimercados
18265951000158;VERYON FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18033318000134;SIROCCO FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;Multimercados
18197289000146;BB TUTI MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO;Multimercados
17490421000140;PEGASUS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
15541968000100;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FACEPI PCV MULTIMERCADO CRÉDITO PRIVADO;Multimercados
18033364000133;W&F FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17786475000158;GERDAU PREVIDÊNCIA FUNDO DE INVESTIMENTO EM AÇÕES 02;Ações
18033386000101;DESTINO FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18033335000171;SAN GIORGIO 1 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17822240000174;SAGARANA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17786540000145;GERDAU PREVIDÊNCIA FUNDO DE INVESTIMENTO EM AÇÕES 04;Ações
18205469000122;KOACH FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17685620000104;OCCAM ICATU PREVIDÊNCIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;Previdência
18078982000108;VERDE AM ALL MUNDI ACOES GLOBAIS FI EM COTAS DE FUNDO DE INVESTIMENTO EM ACOES INVEST NO EXTERIOR;Ações
17490466000115;S3 SANTANDER DI TPF FIC FI RENDA FIXA REFERENCIADO DI;Renda Fixa
17490462000137;S3 SANTANDER DI PLUS I FIC FI RENDA FIXA REFERENCIADO DI;Renda Fixa
17906106000151;OCCAM PREVIDÊNCIA MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;Previdência
18214162000198;BB GATO AZUL MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CREDITO PRIVADO;Multimercados
18150820000125;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR MATA AZUL;Multimercados
17758550000177;ITAÚ PRIVATE PREV ULTRA NTN-B 2024 RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS INVESTIMENTO;Previdência
17503172000180;FUNDO DE INVESTIMENTO EM AÇÕES CAIXA BDR NÍVEL I;Ações
17717365000134;LIVE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
17971030000148;3 V FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;Ações
17095784000181;AZUL - VX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
18189040000199;LAGUNNA FUNDO DE INVESTIMENTO EM COTAS DE FDOS DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;Multimercados
18237547000170;PACIFICO MACRO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;Multimercados
18238310000104;BRASIL CAPITAL AÇÕES LO JEQUITIBÁ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;Ações
18298420000161;VIC BRASIL CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;Ações
18265481000122;MONTAIGNE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18197417000151;BLACK RIVER 10 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18197423000109;CSHG 1212 FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;Multimercados
18197429000186;CSHG VERDE AM ALPHA FIC FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;Multimercados
17892725000134;CSHG TMPS ZURICH FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO - CRÉDITO PRIVADO;Previdência
17892735000170;CSHG BELLAGIO ZURICH FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO - CREDITO PRIVADO;Previdência
17913394000171;OABPREV-RJ MULTIMERCADO PREVIDENCIA FUNDO DE INVESTIMENTO;Multimercados
18086757000105;SOTUG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;Multimercados
18221956000189;BB PALLKAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO;Multimercados
18168456000120;ALDEIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;Multimercados
18079037000112;BRADESCO PRIVATE FUND OF FUNDS EQUITIES FUNDO DE INVESTIMENTO EM COTAS DE FI EM AÇÕES;Ações
17803961000137;SANTANDER FIC FI PREV PB NTN-B 2023 RENDA FIXA;Previdência
17803780000100;SANTANDER FIC FI EXCELLENCE MULTIMERCADO CREDITO PRIVADO LONGO PRAZO;Multimercados
17213849000146;FUNDO DE INVESTIMENTO SICÍLIA RENDA FIXA LONGO PRAZO;Renda Fixa
18079388000123;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO BANCOS;Renda Fixa
